Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
134,2:04:24,Benson Kipruto,KEN,17.03.1991,1,Chicago,09.10.2022,Men,Marathon
134,2:04:24,Othmane El Goumri,MAR,28.05.1992,1,Hamburg,26.04.2026,Men,Marathon
134,2:04:24,Bernard Kiprop Koech,KEN,31.01.1988,1,Hamburg,28.04.2024,Men,Marathon
134,2:04:24,Daniel Mateiko,KEN,04.08.1998,3,Valencia,01.12.2024,Men,Marathon
134,2:04:24,Tesfaye Abera,ETH,31.03.1992,1,Dubai,22.01.2016,Men,Marathon
134,2:04:24,Awet Nftalem Kibrab,NOR,09.05.1995,3,Valencia,07.12.2025,Men,Marathon
137,2:18:52,Vivian Jepkemei Cheruiyot,KEN,11.09.1983,4,Valencia,01.12.2019,Women,Marathon
137,2:18:52,Tigist Girma,ETH,12.07.1993,7,Valencia,04.12.2022,Women,Marathon
139,2:18:53,Yalemzerf Yehualaw,ETH,03.08.1999,5,London,23.04.2023,Women,Marathon
140,2:18:54,Lonah Chemtai Salpeter,ISR,12.12.1988,5,London,03.10.2021,Women,Marathon
141,2:18:55,Tirunesh Dibaba,ETH,01.06.1985,3,Berlin,16.09.2018,Women,Marathon
141,2:04:26,Haile Gebrselassie,ETH,18.04.1973,1,Berlin,30.09.2007,Men,Marathon
141,2:04:26,Iliass Aouani,ITA,29.09.1995,6,Tokyo,01.03.2026,Men,Marathon
142,2:18:56,Paula Radcliffe,GBR,17.12.1973,1,London,14.04.2002,Women,Marathon
142,2:18:56,Mekides Shimeles,ETH,26.12.2005,1,Rotterdam,12.04.2026,Women,Marathon
143,2:04:27,James Kipsang Kwambai,KEN,28.02.1983,2,Rotterdam,05.04.2009,Men,Marathon
143,2:04:27,Dawit Wolde,ETH,19.05.1991,3,Rotterdam,24.10.2021,Men,Marathon
143,2:04:27,Duncan Kibet,KEN,25.04.1978,1,Rotterdam,05.04.2009,Men,Marathon
144,2:18:58,Tiki Gelana,ETH,22.10.1987,1,Rotterdam,15.04.2012,Women,Marathon
144,2:18:58,Brigid Kosgei,KEN,20.02.1994,1,London,04.10.2020,Women,Marathon
144,2:18:58,Magdalyne Masai,KEN,21.11.1993,2,Frankfurt,27.10.2024,Women,Marathon
146,2:04:28,Sammy Kitwara,KEN,26.11.1986,2,Chicago,12.10.2014,Men,Marathon
146,2:04:28,Vincent Kipchumba,KEN,03.08.1990,2,London,03.10.2021,Men,Marathon
147,2:18:59,Honami Maeda,JPN,17.07.1996,2,Osaka,28.01.2024,Women,Marathon
148,2:19:00,Bosena Mulatie,ETH,21.11.2001,3,Berlin,29.09.2024,Women,Marathon
148,2:19:00,Sifan Hassan,NED,01.01.1993,3,London,27.04.2025,Women,Marathon
148,2:04:29,Seifu Tura,ETH,19.06.1997,3,Milano,16.05.2021,Men,Marathon
148,2:04:29,Wilson Kipsang Kiprotich,KEN,15.03.1982,1,London,13.04.2014,Men,Marathon
150,2:04:30,Eliud Kipchoge,KEN,05.11.1984,1,Enschede,18.04.2021,Men,Marathon
150,2:19:02,Brigid Kosgei,KEN,20.02.1994,5,London,21.04.2024,Women,Marathon
150,2:04:30,Erick Kiplagat Sang,KEN,15.09.2000,3,Hamburg,27.04.2025,Men,Marathon
151,2:19:05,Violah Cheptoo,KEN,01.03.1989,6,Tokyo,01.03.2026,Women,Marathon
152,2:04:31,Leul Gebresilase,ETH,20.09.1992,1,Valencia,02.12.2018,Men,Marathon
152,2:04:31,Leul Gebresilase,ETH,20.09.1992,4,Milano,16.05.2021,Men,Marathon
152,2:04:31,Gilbert Kibet,KEN,13.08.1994,3,Seoul,15.03.2026,Men,Marathon
152,2:19:07,Zeineba Yimer,ETH,17.06.1998,4,Berlin,24.09.2023,Women,Marathon
153,2:19:08,Fantu Worku,ETH,29.03.1999,3,Dubai,01.02.2026,Women,Marathon
153,2:19:08,Misgane Alemayehu,ETH,23.09.2004,2,Paris,12.04.2026,Women,Marathon
155,2:04:32,Dickson Chumba,KEN,27.10.1986,3,Chicago,12.10.2014,Men,Marathon
155,2:04:32,Tsegaye Mekonnen,ETH,15.06.1995,1,Dubai,24.01.2014,Men,Marathon
155,2:04:32,Jonathan Kipleting Korir,KEN,20.11.1986,4,Amsterdam,17.10.2021,Men,Marathon
155,2:04:32,Bashir Abdi,BEL,10.02.1989,3,Chicago,08.10.2023,Men,Marathon
155,2:04:32,Tsegaye Getachew,ETH,30.11.1996,4,Seoul,15.03.2026,Men,Marathon
155,2:19:09,Haven Hailu Desse,ETH,10.09.1998,1,Seoul,15.03.2026,Women,Marathon
156,2:19:10,Valary Jemeli,KEN,08.06.1991,1,Frankfurt,27.10.2019,Women,Marathon
156,2:19:10,Hiwot Gebrekidan,ETH,11.05.1995,5,Tokyo,06.03.2022,Women,Marathon
158,2:19:11,Ashete Bekere,ETH,17.04.1988,2,Tokyo,05.03.2023,Women,Marathon
159,2:19:12,Keira D'Amato,USA,21.10.1984,1,Houston,16.01.2022,Women,Marathon
159,2:19:12,Mizuki Noguchi,JPN,03.07.1978,1,Berlin,25.09.2005,Women,Marathon
160,2:04:33,Geoffrey Kamworor,KEN,22.11.1992,1,Rotterdam,13.04.2025,Men,Marathon
160,2:04:33,Gabriel Gerald Geay,TAN,10.09.1996,5,Valencia,03.12.2023,Men,Marathon
160,2:04:33,Lemi Berhanu,ETH,13.09.1994,2,Dubai,22.01.2016,Men,Marathon
160,2:04:33,Joshua Belet,KEN,10.02.1998,2,Hamburg,23.04.2023,Men,Marathon
161,2:19:13,Degitu Azimeraw,ETH,24.01.1999,4,London,26.04.2026,Women,Marathon
162,2:19:15,Brigid Kosgei,KEN,20.02.1994,1,Abu Dhabi,16.12.2023,Women,Marathon
163,2:19:17,Roza Dereje,ETH,09.05.1997,1,Dubai,26.01.2018,Women,Marathon
163,2:19:17,Betsy Saina,USA,30.06.1988,5,Tokyo,03.03.2024,Women,Marathon
163,2:19:17,Haven Hailu Desse,ETH,10.09.1998,4,London,27.04.2025,Women,Marathon
163,2:19:17,Magdalyne Masai,KEN,21.11.1993,3,Paris,12.04.2026,Women,Marathon
164,2:04:34,Cybrian Kotut,KEN,06.06.1992,1,Amsterdam,15.10.2023,Men,Marathon
165,2:04:35,Sufaro Woliyi,ETH,09.01.2003,5,Seoul,15.03.2026,Men,Marathon
165,2:04:35,Hailemaryam Kiros,ETH,05.02.1997,5,Berlin,29.09.2024,Men,Marathon
165,2:04:35,Hiskel Tewelde,ERI,15.09.1986,5,Amsterdam,17.10.2021,Men,Marathon
167,2:19:18,Enatnesh Alamrew Tirusew,ETH,04.10.1995,4,Paris,12.04.2026,Women,Marathon
168,2:19:19,Mary Jepkosgei Keitany,KEN,18.01.1982,1,London,17.04.2011,Women,Marathon
168,2:04:36,Gabriel Gerald Geay,TAN,10.09.1996,4,Amsterdam,19.10.2025,Men,Marathon
168,2:04:36,Kaan Kigen Özbilen,TUR,15.01.1986,5,Valencia,04.12.2022,Men,Marathon
168,2:19:19,Irina Mikitenko,GER,23.08.1972,1,Berlin,28.09.2008,Women,Marathon
170,2:19:21,Senbere Teferi,ETH,03.05.1995,5,Berlin,24.09.2023,Women,Marathon
170,2:04:37,Mule Wasihun,ETH,20.10.1993,2,Amsterdam,21.10.2018,Men,Marathon
170,2:04:37,Alex Chesiro Masai,KEN,05.02.1997,3,Chicago,12.10.2025,Men,Marathon
170,2:04:37,Bethwel Kibet,KEN,04.08.1991,2,Amsterdam,15.10.2023,Men,Marathon
171,2:19:24,Dera Dida,ETH,26.10.1996,6,Berlin,24.09.2023,Women,Marathon
171,2:19:24,Hitomi Niiya,JPN,26.02.1988,1,Houston,15.01.2023,Women,Marathon
173,2:04:38,Alphonce Felix Simbu,TAN,14.02.1992,4,Valencia,01.12.2024,Men,Marathon
173,2:19:25,Gladys Cherono,KEN,12.05.1983,1,Berlin,27.09.2015,Women,Marathon
173,2:04:38,Tsegaye Kebede,ETH,15.01.1987,1,Chicago,07.10.2012,Men,Marathon
174,2:19:26,Mary Ngugi-Cooper,KEN,17.12.1988,5,Chicago,12.10.2025,Women,Marathon
174,2:19:26,Degitu Azimeraw,ETH,24.01.1999,1,Amsterdam,20.10.2019,Women,Marathon
174,2:19:26,Catherine Ndereba,KEN,21.07.1972,2,Chicago,13.10.2002,Women,Marathon
175,2:04:39,Amos Kipruto,KEN,16.09.1992,1,London,02.10.2022,Men,Marathon
175,2:04:39,Mohamed Esa,ETH,11.09.2000,2,Chicago,13.10.2024,Men,Marathon
177,2:04:40,Reuben Kiprop Kipyego,KEN,21.08.1996,1,Abu Dhabi,06.12.2019,Men,Marathon
177,2:04:40,Solomon Deksisa,ETH,11.03.1994,3,Amsterdam,21.10.2018,Men,Marathon
177,2:04:40,Tadesse Abraham,SUI,12.08.1982,5,Valencia,01.12.2024,Men,Marathon
177,2:19:27,Joan Chelimo Melly,ROU,10.11.1990,5,London,02.10.2022,Women,Marathon
177,2:04:40,Emmanuel Mutai,KEN,12.10.1984,1,London,17.04.2011,Men,Marathon
177,2:19:27,Buzunesh Getachew,ETH,18.04.1997,1,Frankfurt,29.10.2023,Women,Marathon
179,2:19:28,Zeineba Yimer,ETH,17.06.1998,5,Valencia,01.12.2019,Women,Marathon
179,2:19:28,Magdalyne Masai,KEN,21.11.1993,4,Tokyo,02.03.2025,Women,Marathon
181,2:04:41,Mosinet Geremew,ETH,12.02.1992,3,London,03.10.2021,Men,Marathon
181,2:04:41,Hailemaryam Kiros,ETH,05.02.1997,2,Paris,17.10.2021,Men,Marathon
181,2:19:29,Haven Hailu Desse,ETH,10.09.1998,2,Amsterdam,20.10.2024,Women,Marathon
181,2:19:29,Dera Dida,ETH,26.10.1996,3,Dubai,07.01.2024,Women,Marathon
183,2:19:30,Ashete Bekere,ETH,17.04.1988,1,Rotterdam,14.04.2024,Women,Marathon
183,2:19:30,Ashete Bekere,ETH,17.04.1988,6,London,02.10.2022,Women,Marathon
183,2:19:30,Boru Feyse Tadese,ETH,19.11.1988,2,Dubai,26.01.2018,Women,Marathon
183,2:04:42,Eliud Kipchoge,KEN,05.11.1984,1,London,26.04.2015,Men,Marathon
183,2:04:42,Tamirat Tola,ETH,11.08.1991,5,London,27.04.2025,Men,Marathon
183,2:04:42,Haftu Teklu,ETH,21.01.2000,5,Berlin,24.09.2023,Men,Marathon
183,2:04:42,Guye Idemo Adola,ETH,20.10.1990,3,Valencia,01.12.2019,Men,Marathon
186,2:19:31,Stella Chesang,UGA,01.12.1996,1,Osaka,25.01.2026,Women,Marathon
186,2:19:31,Asselefech Medessa Mergia,ETH,23.01.1985,1,Dubai,27.01.2012,Women,Marathon
186,2:19:31,Nancy Jelagat,KEN,01.01.1986,1,Valencia,05.12.2021,Women,Marathon
186,2:19:31,Sheila Chepkirui,KEN,27.12.1990,6,London,21.04.2024,Women,Marathon
187,2:04:43,Mosinet Geremew,ETH,12.02.1992,1,Seoul,17.04.2022,Men,Marathon
187,2:04:43,Asrar Hiyrden,ETH,25.11.1999,1,Sevilla,20.02.2022,Men,Marathon
187,2:04:43,El Hassan El Abbassi,BRN,13.04.1984,2,Valencia,02.12.2018,Men,Marathon
187,2:04:43,Conner Mantz,USA,08.12.1996,4,Chicago,12.10.2025,Men,Marathon
190,2:19:33,Rahma Tusa,ETH,14.09.1993,1,Houston,14.01.2024,Women,Marathon
190,2:19:33,Sharon Chelimo,KEN,27.07.1994,1,Barcelona,16.03.2025,Women,Marathon
191,2:04:44,Maru Teferi,ISR,17.08.1992,7,Valencia,01.12.2024,Men,Marathon
191,2:04:44,Andualem Belay,ETH,05.04.1992,6,Berlin,24.09.2023,Men,Marathon
191,2:04:44,Hillary Kipsambu,KEN,04.02.1985,3,Paris,17.10.2021,Men,Marathon
191,2:04:44,Chimdessa Debele,ETH,13.09.2003,6,Valencia,01.12.2024,Men,Marathon
191,2:04:44,Seifu Tura,ETH,19.06.1997,7,Dubai,26.01.2018,Men,Marathon
191,2:04:44,Birhanu Legese,ETH,11.09.1994,3,Amsterdam,15.10.2023,Men,Marathon
191,2:04:44,Wilson Kipsang Kiprotich,KEN,15.03.1982,1,London,22.04.2012,Men,Marathon
192,2:19:34,Lucy Kabuu Wangui,KEN,24.03.1984,2,Dubai,27.01.2012,Women,Marathon
192,2:19:34,Buze Diriba,ETH,09.02.1994,1,Frankfurt,26.10.2025,Women,Marathon
194,2:19:35,Lilian Kasait Rengeruk,KEN,03.05.1997,1,Daegu,22.02.2026,Women,Marathon
194,2:19:35,Hiwot Gebrekidan,ETH,11.05.1995,1,Milano,16.05.2021,Women,Marathon
196,2:19:36,Yebrgual Melese,ETH,18.04.1990,3,Dubai,26.01.2018,Women,Marathon
196,2:19:36,Deena Kastor,USA,14.02.1973,1,London,23.04.2006,Women,Marathon
198,2:04:45,Hillary Kipkoech,KEN,20.12.1998,8,Valencia,01.12.2024,Men,Marathon
198,2:04:45,Abdi Nageeye,NED,02.03.1989,1,Rotterdam,14.04.2024,Men,Marathon
198,2:04:45,Samuel Fitwi Sibhatu,GER,01.01.1996,2,Hamburg,26.04.2026,Men,Marathon
198,2:19:38,Worknesh Degefa,ETH,28.10.1990,1,Dubai,24.01.2020,Women,Marathon
198,2:04:45,Lelisa Desisa,ETH,14.01.1990,1,Dubai,25.01.2013,Men,Marathon
199,2:19:39,Bekelech Gudeta,ETH,11.10.1997,2,Seoul,15.03.2026,Women,Marathon
199,2:19:39,Yingjie Sun,CHN,19.01.1979,1,Beijing,19.10.2003,Women,Marathon
199,2:19:39,Kasanesh Baze,ETH,23.10.1999,3,Hamburg,26.04.2026,Women,Marathon
202,2:04:46,Mekuant Ayenew,ETH,24.10.1991,1,Sevilla,23.02.2020,Men,Marathon
202,2:04:46,Enock Kinyamal,KEN,01.01.1995,6,Seoul,15.03.2026,Men,Marathon
202,2:04:46,Tsegaye Mekonnen,ETH,15.06.1995,3,Dubai,22.01.2016,Men,Marathon
202,2:04:46,Titus Ekiru,KEN,02.01.1992,1,Milano,07.04.2019,Men,Marathon
202,2:19:40,Workenesh Edesa,ETH,11.09.1992,7,Berlin,24.09.2023,Women,Marathon
203,2:19:41,Tirfi Tsegaye,ETH,25.11.1984,1,Dubai,22.01.2016,Women,Marathon
203,2:19:41,Yoko Shibui,JPN,14.03.1979,1,Berlin,26.09.2004,Women,Marathon
205,2:19:44,Florence Kiplagat,KEN,27.02.1987,1,Berlin,25.09.2011,Women,Marathon
205,2:19:44,Helen Bekele,ETH,21.11.1994,8,Berlin,24.09.2023,Women,Marathon
205,2:19:44,Zeineba Yimer,ETH,17.06.1998,1,Barcelona,19.03.2023,Women,Marathon
206,2:04:47,Wilson Kipsang Kiprotich,KEN,15.03.1982,2,London,26.04.2015,Men,Marathon
206,2:04:47,Cybrian Kotut,KEN,06.06.1992,1,Hamburg,24.04.2022,Men,Marathon
208,2:19:46,Naoko Takahashi,JPN,06.05.1972,1,Berlin,30.09.2001,Women,Marathon
208,2:19:46,Lonah Chemtai Salpeter,ISR,12.12.1988,1,Praha,05.05.2019,Women,Marathon
208,2:04:48,Berhanu Shiferaw,ETH,31.05.1993,2,Dubai,25.01.2013,Men,Marathon
208,2:04:48,Patrick Makau Musyoki,KEN,02.03.1985,1,Rotterdam,11.04.2010,Men,Marathon
208,2:04:48,Yemane Tsegay,ETH,08.04.1985,1,Rotterdam,15.04.2012,Men,Marathon
208,2:04:48,Birhanu Legese,ETH,11.09.1994,1,Tokyo,03.03.2019,Men,Marathon
208,2:04:48,Stephen Kissa,UGA,01.12.1988,2,Hamburg,24.04.2022,Men,Marathon
208,2:04:48,Kibiwott Kandie,KEN,20.06.1996,6,Valencia,03.12.2023,Men,Marathon
208,2:04:48,Barselius Kipyego,KEN,22.07.1993,4,Paris,17.10.2021,Men,Marathon
210,2:19:47,Bosena Mulatie,ETH,21.11.2001,3,Seoul,15.03.2026,Women,Marathon
210,2:19:47,Sarah Chepchirchir,KEN,27.07.1984,1,Tokyo,26.02.2017,Women,Marathon
212,2:19:48,Judith Jeptum Korir,KEN,12.12.1995,1,Paris,03.04.2022,Women,Marathon
213,2:19:50,Joyce Chepkemoi Tele,KEN,03.05.1995,4,Seoul,15.03.2026,Women,Marathon
213,2:19:50,Meseret Abebayahau,ETH,28.06.1998,2,Amsterdam,15.10.2023,Women,Marathon
213,2:19:50,Edna Ngeringwony Kiplagat,KEN,15.11.1979,2,London,22.04.2012,Women,Marathon
215,2:04:49,Shura Kitata,ETH,09.06.1996,2,London,22.04.2018,Men,Marathon
215,2:04:49,Bashir Abdi,BEL,10.02.1989,2,Tokyo,01.03.2020,Men,Marathon
215,2:04:49,Herpasa Negasa,ETH,11.09.1993,2,Seoul,17.04.2022,Men,Marathon
215,2:04:49,Amos Kipruto,KEN,16.09.1992,7,Berlin,24.09.2023,Men,Marathon
215,2:04:49,Seifu Tura,ETH,19.06.1997,2,Chicago,09.10.2022,Men,Marathon
215,2:04:49,Tsegaye Getachew,ETH,30.11.1996,1,Amsterdam,16.10.2022,Men,Marathon
215,2:04:49,Tadesse Tola,ETH,31.10.1987,3,Dubai,25.01.2013,Men,Marathon
215,2:04:49,Mohamed Esa,ETH,11.09.2000,5,Chicago,12.10.2025,Men,Marathon
216,2:19:51,Birhane Dibaba,ETH,11.09.1993,1,Tokyo,25.02.2018,Women,Marathon
216,2:19:51,Hellen Obiri,KEN,13.12.1989,1,New York,02.11.2025,Women,Marathon
216,2:19:51,Chunxiu Zhou,CHN,15.11.1978,1,Seoul,12.03.2006,Women,Marathon
219,2:19:52,Mare Dibaba,ETH,20.10.1989,3,Dubai,27.01.2012,Women,Marathon
219,2:19:52,Mare Dibaba,ETH,20.10.1989,1,Xiamen,03.01.2015,Women,Marathon
219,2:19:52,Tigist Girma,ETH,12.07.1993,2,Amsterdam,20.10.2019,Women,Marathon
219,2:19:52,Helalia Johannes,NAM,13.08.1980,3,Valencia,06.12.2020,Women,Marathon
219,2:19:52,Degitu Azimeraw,ETH,24.01.1999,1,Barcelona,10.03.2024,Women,Marathon
223,2:04:50,Amedework Walelegn,ETH,11.03.1999,2,Rotterdam,14.04.2024,Men,Marathon
223,2:04:50,Getu Feleke,ETH,28.11.1986,2,Rotterdam,15.04.2012,Men,Marathon
223,2:04:50,Dino Sefir,ETH,28.05.1988,2,Dubai,27.01.2012,Men,Marathon
223,2:04:50,Amos Kipruto,KEN,16.09.1992,3,Chicago,13.10.2024,Men,Marathon
224,2:19:53,Sichala Kumeshi,ETH,19.06.1995,3,Hamburg,27.04.2025,Women,Marathon
224,2:19:53,Worknesh Degefa,ETH,28.10.1990,4,Dubai,26.01.2018,Women,Marathon
226,2:19:54,Buze Diriba,ETH,09.02.1994,2,Daegu,22.02.2026,Women,Marathon
226,2:19:54,Bedatu Hirpa,ETH,28.04.1999,2,Osaka,25.01.2026,Women,Marathon
226,2:19:54,Zeineba Yimer,ETH,17.06.1998,4,Valencia,06.12.2020,Women,Marathon
227,2:04:51,Abebe Negewo,ETH,20.05.1984,4,Valencia,01.12.2019,Men,Marathon
227,2:04:51,Sisay Lemma,ETH,12.12.1990,3,Tokyo,01.03.2020,Men,Marathon
227,2:04:51,Daniel Do Nascimento,BRA,28.07.1998,3,Seoul,17.04.2022,Men,Marathon
227,2:04:51,Bute Gemechu,ETH,11.12.2001,1,Dubai,12.01.2025,Men,Marathon
229,2:19:55,Catherine Ndereba,KEN,21.07.1972,2,London,13.04.2003,Women,Marathon
229,2:19:55,Vicoty Chepngeno,KEN,12.11.1993,2,Houston,14.01.2024,Women,Marathon
231,2:19:56,Degitu Azimeraw,ETH,24.01.1999,5,Valencia,06.12.2020,Women,Marathon
231,2:19:56,Tigist Girma,ETH,12.07.1993,6,Valencia,06.12.2020,Women,Marathon
231,2:04:52,Kenneth Kiprop Kipkemoi,KEN,02.08.1984,1,Eindhoven,08.10.2023,Men,Marathon
231,2:19:56,Workenesh Edesa,ETH,11.09.1992,3,Osaka,25.01.2026,Women,Marathon
231,2:04:52,Joshua Cheptegei,UGA,12.09.1996,5,Amsterdam,19.10.2025,Men,Marathon
231,2:19:56,Mekides Shimeles,ETH,26.12.2005,3,Amsterdam,19.10.2025,Women,Marathon
231,2:04:52,Endeshaw Negesse,ETH,13.03.1988,4,Dubai,25.01.2013,Men,Marathon
231,2:04:52,Feyisa Lilesa,ETH,01.02.1990,2,Chicago,07.10.2012,Men,Marathon
235,2:04:53,Bernard Kiprop Koech,KEN,31.01.1988,5,Dubai,25.01.2013,Men,Marathon
235,2:04:53,Chalu Deso,ETH,14.12.1997,6,Valencia,06.12.2020,Men,Marathon
235,2:04:53,Abayneh Degu,ETH,01.12.1998,5,Paris,17.10.2021,Men,Marathon
235,2:04:53,Haile Gebrselassie,ETH,18.04.1973,1,Dubai,18.01.2008,Men,Marathon
235,2:04:53,Mathew Kipkoech Kisorio,KEN,16.05.1989,3,Valencia,02.12.2018,Men,Marathon
235,2:04:53,Gashau Ayale,ISR,22.08.1996,3,Sevilla,18.02.2024,Men,Marathon
235,2:19:57,Rita Jeptoo Sitienei,KEN,15.02.1981,1,Chicago,13.10.2013,Women,Marathon
235,2:19:57,Rosemary Wanjiru,KEN,09.12.1994,5,Tokyo,02.03.2025,Women,Marathon
235,2:19:57,Mikuni Yada,JPN,29.10.1999,4,Osaka,25.01.2026,Women,Marathon
235,2:04:53,Brimin Kipkorir,KEN,25.05.1989,1,Frankfurt,29.10.2023,Men,Marathon
238,2:20:00,Mestawut Fikir,ETH,02.03.2000,7,Tokyo,01.03.2026,Women,Marathon
239,2:20:02,Dorcas Jepchirchir Tuitoek,KEN,31.01.1998,3,Amsterdam,15.10.2023,Women,Marathon
239,2:20:02,Asselefech Medessa Mergia,ETH,23.01.1985,1,Dubai,23.01.2015,Women,Marathon
239,2:20:02,Eunice Chebichii Chumba,BRN,23.05.1993,3,Seoul,17.04.2022,Women,Marathon
242,2:20:03,Sharon Chelimo,KEN,27.07.1994,5,Paris,12.04.2026,Women,Marathon
242,2:20:03,Selly Chepyego Kaptich,KEN,03.10.1985,2,Barcelona,19.03.2023,Women,Marathon
242,2:04:54,Markos Geneti,ETH,07.06.1984,3,Dubai,27.01.2012,Men,Marathon
242,2:04:54,Cornelius Kibet Kiplagat,KEN,24.05.1994,2,Barcelona,16.03.2025,Men,Marathon
242,2:20:03,Etagegn Woldu,ETH,10.05.1996,8,Valencia,04.12.2022,Women,Marathon
242,2:20:03,Gladys Cherono,KEN,12.05.1983,2,Dubai,23.01.2015,Women,Marathon
242,2:04:54,Titus Kipruto,KEN,25.06.1998,2,Amsterdam,16.10.2022,Men,Marathon
245,2:04:55,Geoffrey Mutai,KEN,07.10.1981,2,Rotterdam,11.04.2010,Men,Marathon
245,2:04:55,Stanley Kipleting Biwott,KEN,21.04.1986,2,London,13.04.2014,Men,Marathon
245,2:04:55,Gabriel Gerald Geay,TAN,10.09.1996,5,Milano,16.05.2021,Men,Marathon
245,2:04:55,Suguru Osako,JPN,23.05.1991,4,Valencia,07.12.2025,Men,Marathon
245,2:04:55,Justus Kipkorir Limo,KEN,16.06.1998,4,Sevilla,15.02.2026,Men,Marathon
245,2:04:55,Paul Tergat,KEN,17.06.1969,1,Berlin,28.09.2003,Men,Marathon
246,2:20:04,Tadu Teshome,ETH,09.06.2001,5,Chicago,08.10.2023,Women,Marathon
247,2:20:05,Ruti Aga,ETH,16.01.1994,7,Valencia,06.12.2020,Women,Marathon
248,2:20:06,Tigist Gezahagn,ETH,12.03.2000,1,Wien,19.04.2026,Women,Marathon
249,2:20:07,Desi Jisa Mokonin,BRN,12.07.1997,6,Tokyo,02.03.2025,Women,Marathon
249,2:20:07,Sharon Lokedi,KEN,10.03.1994,2,New York,02.11.2025,Women,Marathon
251,2:20:08,Angela Tanui,KEN,27.07.1992,1,Siena,11.04.2021,Women,Marathon
251,2:04:56,Jonathan Maiyo,KEN,05.05.1988,4,Dubai,27.01.2012,Men,Marathon
251,2:04:56,Sammy Kipchoge Korir,KEN,12.12.1971,2,Berlin,28.09.2003,Men,Marathon
251,2:04:56,Kengo Suzuki,JPN,11.06.1995,1,Otsu,28.02.2021,Men,Marathon
251,2:04:56,Abdi Nageeye,NED,02.03.1989,1,Rotterdam,10.04.2022,Men,Marathon
251,2:04:56,Kennedy Kimutai,KEN,03.06.1999,3,Hamburg,26.04.2026,Men,Marathon
251,2:04:56,Abel Chelangat,UGA,07.07.1993,1,Barcelona,15.03.2026,Men,Marathon
251,2:04:56,Samuel Fitwi Sibhatu,GER,01.01.1996,9,Valencia,01.12.2024,Men,Marathon
251,2:04:56,Philemon Kiplimo,KEN,10.10.1998,8,Berlin,24.09.2023,Men,Marathon
251,2:04:56,Chalu Deso,ETH,14.12.1997,6,Valencia,04.12.2022,Men,Marathon
251,2:04:56,Leul Gebresilase,ETH,20.09.1992,2,Rotterdam,10.04.2022,Men,Marathon
252,2:20:09,Gotytom Gebreslase,ETH,15.01.1995,1,Berlin,26.09.2021,Women,Marathon
252,2:20:09,Dorcas Jepchirchir Tuitoek,KEN,31.01.1998,1,Hamburg,23.04.2023,Women,Marathon
254,2:20:10,Celestine Chepchirchir,KEN,18.12.1995,4,Seoul,17.04.2022,Women,Marathon
255,2:20:11,Gutemi Shone Imana,ETH,17.11.1991,2,Dubai,24.01.2020,Women,Marathon
256,2:20:13,Haftamnesh Tesfaye,ETH,28.04.1994,5,Dubai,26.01.2018,Women,Marathon
256,2:20:13,Brigid Kosgei,KEN,20.02.1994,2,London,22.04.2018,Women,Marathon
256,2:20:13,Workenesh Edesa,ETH,11.09.1992,3,Tokyo,05.03.2023,Women,Marathon
259,2:20:14,Prisca Jeptoo,KEN,24.06.1984,3,London,22.04.2012,Women,Marathon
259,2:20:14,Vivian Jepkemei Cheruiyot,KEN,11.09.1983,2,London,28.04.2019,Women,Marathon
259,2:20:14,Ashete Bekere,ETH,17.04.1988,1,Berlin,29.09.2019,Women,Marathon
259,2:20:14,Purity Cherotich Rionoripo,KEN,10.06.1993,1,Praha,30.05.2021,Women,Marathon
261,2:04:57,Bazezew Asmare,ETH,11.09.1996,3,Amsterdam,16.10.2022,Men,Marathon
261,2:04:57,Wilson Kipsang Kiprotich,KEN,15.03.1982,1,Frankfurt,31.10.2010,Men,Marathon
263,2:04:58,Sisay Lemma,ETH,12.12.1990,1,Ljubljana,28.10.2018,Men,Marathon
263,2:20:15,Prisca Jeptoo,KEN,24.06.1984,1,London,21.04.2013,Women,Marathon
263,2:20:15,Yeshi Kalayu Chekole,ETH,12.07.1997,1,Milano,12.04.2026,Women,Marathon
263,2:04:58,Amanal Petros,GER,17.05.1995,9,Berlin,24.09.2023,Men,Marathon
263,2:04:58,Tamirat Tola,ETH,11.08.1991,1,New York,05.11.2023,Men,Marathon
265,2:20:16,Etagegn Woldu,ETH,10.05.1996,2,Valencia,05.12.2021,Women,Marathon
266,2:04:59,Tamirat Tola,ETH,11.08.1991,3,London,23.04.2023,Men,Marathon
266,2:04:59,Sisay Lemma,ETH,12.12.1990,10,Valencia,01.12.2024,Men,Marathon
266,2:04:59,Patrick Mosin,KEN,06.06.2000,2,Barcelona,15.03.2026,Men,Marathon
266,2:20:17,Joyce Chepkemoi Tele,KEN,03.05.1995,1,Ljubljana,20.10.2024,Women,Marathon
266,2:04:59,Gadisa Birhanu,ETH,15.09.1992,1,Sevilla,19.02.2023,Men,Marathon
267,2:20:18,Lonah Chemtai Salpeter,ISR,12.12.1988,3,Autzen Complex,18.07.2022,Women,Marathon
267,2:20:18,Tiruye Mesfin,ETH,11.09.2002,2,Hamburg,23.04.2023,Women,Marathon
267,2:20:18,Haftamnesh Tesfaye,ETH,28.04.1994,2,Wien,19.04.2026,Women,Marathon
267,2:20:18,Tirfi Tsegaye,ETH,25.11.1984,1,Berlin,28.09.2014,Women,Marathon
